,Reviews_Lower,POSTag
40,i loved this shampoo. ive always loved aussie especially the smell of it. this shampoo is light i have thin staright hair and in always worried anything that promises volume will weigh it down but it left my hair bouncy and soft. i got this product for free but will purchase once i run out because i loved it,"[('love', 'VB'), ('shampoo', 'NN'), ('ive', 'JJ'), ('alway', 'RB'), ('love', 'VBP'), ('aussi', 'JJ'), ('especi', 'NN'), ('smell', 'NN'), ('it', 'PRP'), ('shampoo', 'VBD'), ('light', 'JJ'), ('thin', 'JJ'), ('staright', 'NN'), ('hair', 'NN'), ('alway', 'RB'), ('worri', 'JJ'), ('anyth', 'NN'), ('promis', 'NN'), ('volum', 'NN'), ('weigh', 'JJ'), ('left', 'VBD'), ('hair', 'JJ'), ('bounci', 'JJ'), ('soft', 'JJ'), ('got', 'VBD'), ('product', 'NN'), ('free', 'JJ'), ('purchas', 'NN'), ('run', 'VBN'), ('love', 'RB')]"
41,"i was given this product to rest for free from influenster but alll opinions are my own. i liked this shampoo for the value and smell, but i didn't find it particularly volumizing. i have fairly flat hair so it takes a lot to work volume on me.","[('given', 'VBN'), ('product', 'NN'), ('rest', 'NN'), ('free', 'JJ'), ('influenst', 'NN'), ('alll', 'JJ'), ('opinion', 'NN'), ('own', 'IN'), ('like', 'JJ'), ('shampoo', 'NN'), ('valu', 'NN'), ('smell', 'NN'), ('find', 'VBP'), ('particularli', 'JJ'), ('volumizing', 'VBG'), ('fairli', 'JJ'), ('flat', 'JJ'), ('hair', 'NN'), ('take', 'VB'), ('lot', 'NN'), ('work', 'NN'), ('volum', 'IN'), ('me', 'PRP')]"
42,"light, refreshing, and foamy - this shampoo really does a great job cleaning hair without leaving it heavy or stripped. lots of foam, and lots of volume! i didn't like the packaging, but i did like the shampoo. i received this to review - but my opinions are my own","[('light', 'JJ'), ('refreshing', 'VBG'), ('foami', 'JJ'), ('shampoo', 'NN'), ('realli', 'NN'), ('great', 'JJ'), ('job', 'NN'), ('clean', 'JJ'), ('hair', 'NN'), ('without', 'IN'), ('leav', 'JJ'), ('heavi', 'NN'), ('stripped', 'VBD'), ('lot', 'NN'), ('foam', 'NN'), ('lot', 'NN'), ('volume', 'NN'), ('like', 'IN'), ('packaging', 'NN'), ('like', 'IN'), ('shampoo', 'NN'), ('receiv', 'NN'), ('review', 'NN'), ('opinion', 'NN')]"
43,"i'm a fan of this shampoo. the fragrance wasn't overpowering and the thickness of it was good quality. a little of it goes a long way. i have very long way so this is a huge factor for me. it washed very well. as for added volume, there was some slight addition after a couple washes along with the conditioner. i did however, feel like the shampoo stripped a lot of the (good) oils from my hair and it felt dry before conditioning. so i needed to add extra to put the moisture back in. i received this product to review, but the review is completely my own.","[('im', 'NN'), ('fan', 'NN'), ('shampoo', 'JJ'), ('fragranc', 'NN'), ('overpow', 'NN'), ('thick', 'NN'), ('good', 'JJ'), ('quality', 'NN'), ('littl', 'NNS'), ('goe', 'VBP'), ('long', 'JJ'), ('way', 'NN'), ('long', 'JJ'), ('way', 'NN'), ('huge', 'JJ'), ('factor', 'NN'), ('me', 'PRP'), ('wash', 'VBP'), ('well', 'RB'), ('ad', 'NN'), ('volume', 'NN'), ('slight', 'VBD'), ('addit', 'NN'), ('coupl', 'NN'), ('wash', 'NN'), ('along', 'IN'), ('conditioner', 'NN'), ('however', 'RB'), ('feel', 'VBP'), ('like', 'IN'), ('shampoo', 'NN'), ('strip', 'NN'), ('lot', 'NN'), ('good', 'JJ'), ('oil', 'NN'), ('hair', 'NN'), ('felt', 'VBD'), ('dri', 'JJ'), ('conditioning', 'VBG'), ('need', 'NN'), ('add', 'VBP'), ('extra', 'JJ'), ('put', 'VBD'), ('moistur', 'JJS'), ('back', 'RB'), ('in', 'IN'), ('receiv', 'NN'), ('product', 'NN'), ('review', 'NN'), ('review', 'VBP'), ('complet', 'NN'), ('own', 'JJ')]"
44,"my boyfriend and i have both been using this shampoo and we both love it. he has thick hair and doesn't really need to use it at all, but i have really thin hair that tends to just sit flat on my head, especially at the roots. this shampoo smells wonderful and gives me volume all day long. i use it second in my routine....condition first, then shampoo. the only con i have found with it is that it makes my hair stick together when i rinse it out and super hard to brush. other than that, love it. disclaimer: i tested this aussie product for free, but all opinions are my own.","[('boyfriend', 'NN'), ('use', 'NN'), ('shampoo', 'NN'), ('love', 'IN'), ('it', 'PRP'), ('thick', 'JJ'), ('hair', 'NN'), ('realli', 'NNS'), ('need', 'VBP'), ('use', 'IN'), ('all', 'DT'), ('realli', 'NNS'), ('thin', 'JJ'), ('hair', 'NN'), ('tend', 'VBP'), ('sit', 'NN'), ('flat', 'JJ'), ('head', 'NN'), ('especi', 'VBD'), ('root', 'JJ'), ('shampoo', 'NN'), ('smell', 'NN'), ('wonder', 'RBR'), ('give', 'JJ'), ('volum', 'NN'), ('day', 'NN'), ('long', 'RB'), ('use', 'RB'), ('second', 'JJ'), ('routinecondit', 'NN'), ('first', 'RB'), ('shampoo', 'JJ'), ('con', 'NN'), ('found', 'VBD'), ('make', 'RB'), ('hair', 'JJ'), ('stick', 'JJ'), ('togeth', 'NN'), ('rins', 'VBZ'), ('super', 'JJ'), ('hard', 'JJ'), ('brush', 'NN'), ('that', 'WDT'), ('love', 'VBD'), ('it', 'PRP'), ('disclaimer', 'VBZ'), ('test', 'NN'), ('aussi', 'NN'), ('product', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
45,"i loved the smell and usually really enjoy aussie products. my hair is dyed and it did seem to strip the color quickly so i'd prefer a more color friendly option. as far as the volume, i saw no difference in this shampoo and any other shampoo i've ever used. combined with other products or worked nicely. i received this product for free to review in exchange for my opinions.","[('love', 'NN'), ('smell', 'NN'), ('usual', 'JJ'), ('realli', 'NN'), ('enjoy', 'NN'), ('aussi', 'JJ'), ('product', 'NN'), ('hair', 'NN'), ('dy', 'JJ'), ('seem', 'VBP'), ('strip', 'JJ'), ('color', 'NN'), ('quickli', 'NN'), ('id', 'NN'), ('prefer', 'VBP'), ('color', 'NN'), ('friendli', 'NN'), ('option', 'NN'), ('far', 'RB'), ('volume', 'NN'), ('saw', 'VBD'), ('differ', 'NN'), ('shampoo', 'NN'), ('shampoo', 'NN'), ('iv', 'NN'), ('ever', 'RB'), ('used', 'VBD'), ('combin', 'JJ'), ('product', 'NN'), ('work', 'NN'), ('nicely', 'RB'), ('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('review', 'NN'), ('exchang', 'NN'), ('opinion', 'NN')]"
46,"i am absolutely in love with this aussie aussome shampoo. i have been using it for a little over a week and my hair is visibly shinier, and smooth to the point where i can run my fingers through it and there isn't a single tangle.this leaves my hair feeling really clean, but also really smooth and shiny. this is also a pretty good deal. i recommend using it with the aussome conditioner. i received this product for free to review from influenster for testing purposes.","[('absolut', 'RB'), ('love', 'VB'), ('aussi', 'NN'), ('aussom', 'NN'), ('shampoo', 'NN'), ('use', 'NN'), ('littl', 'JJ'), ('week', 'NN'), ('hair', 'NN'), ('visibl', 'VBP'), ('shinier', 'JJR'), ('smooth', 'JJ'), ('point', 'NN'), ('run', 'VB'), ('finger', 'JJR'), ('singl', 'NN'), ('tanglethi', 'NN'), ('leav', 'VBP'), ('hair', 'NN'), ('feel', 'VB'), ('realli', 'JJ'), ('clean', 'NN'), ('also', 'RB'), ('realli', 'VBZ'), ('smooth', 'JJ'), ('shiny', 'NN'), ('also', 'RB'), ('pretti', 'RB'), ('good', 'JJ'), ('deal', 'NN'), ('recommend', 'NN'), ('use', 'NN'), ('aussom', 'NN'), ('conditioner', 'NN'), ('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('review', 'NN'), ('influenst', 'JJ'), ('test', 'NN'), ('purpose', 'NN')]"
47,"this shampoo made my hair super soft and smooth, and did give it volume. plus, it smells great! a little bit goes a long way. it's super sudsy, which leads me to the downside. it contains sulfates, and i try to stay away from shampoos containing sulfates. i guess the other thing that was a con was that it's a bit difficult to open the lid when you're in the shower. it can be a bit hard to open. (disclaimer: i tested aussie for free, but all opinions are my own.)","[('shampoo', 'NN'), ('made', 'VBD'), ('hair', 'JJ'), ('super', 'JJ'), ('soft', 'JJ'), ('smooth', 'NNS'), ('give', 'VBP'), ('volume', 'NN'), ('plus', 'CC'), ('smell', 'NN'), ('great', 'JJ'), ('littl', 'JJ'), ('bit', 'NN'), ('goe', 'NNS'), ('long', 'JJ'), ('way', 'NN'), ('super', 'JJ'), ('sudsy', 'JJ'), ('lead', 'NN'), ('downside', 'NN'), ('contain', 'NN'), ('sulfate', 'NN'), ('tri', 'NN'), ('stay', 'VB'), ('away', 'RB'), ('shampoo', 'JJ'), ('contain', 'NN'), ('sulfate', 'JJ'), ('guess', 'JJ'), ('thing', 'NN'), ('con', 'NN'), ('bit', 'NN'), ('difficult', 'JJ'), ('open', 'JJ'), ('lid', 'NN'), ('shower', 'NN'), ('bit', 'NN'), ('hard', 'JJ'), ('open', 'JJ'), ('disclaimer', 'NN'), ('test', 'NN'), ('aussi', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
48,"i really liked this shampoo, it smells great and it added a little bit of extra volume to my hair. there's only one problem - the shampoo bottle is hard to open. disclaimer: i received this product for free in an aussie voxbox from influenster, but all my opinions are my own.","[('realli', 'NNS'), ('like', 'IN'), ('shampoo', 'NN'), ('smell', 'RB'), ('great', 'JJ'), ('ad', 'NN'), ('littl', 'NN'), ('bit', 'NN'), ('extra', 'JJ'), ('volum', 'NN'), ('hair', 'NN'), ('there', 'RB'), ('one', 'CD'), ('problem', 'NN'), ('shampoo', 'NN'), ('bottl', 'RB'), ('hard', 'JJ'), ('open', 'JJ'), ('disclaimer', 'NN'), ('receiv', 'NN'), ('product', 'NN'), ('free', 'JJ'), ('aussi', 'NN'), ('voxbox', 'NN'), ('influenster', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
49,this shampoo feels very lathering on the hair. it really foams up so a little goes a long way. my hair feels clean right after i use it. it has a very fruity smell and the closest that i can compare it to is skittles. the only thing is that this precept doesn't give me the volume that i am looking for or that i was expecting. i will be using other aussie products just not this one in particular. i did try this product for free but all opinions are my own.,"[('shampoo', 'NN'), ('feel', 'VB'), ('lather', 'RB'), ('hair', 'NN'), ('realli', 'JJ'), ('foam', 'NN'), ('littl', 'NN'), ('goe', 'NN'), ('long', 'JJ'), ('way', 'NN'), ('hair', 'NN'), ('feel', 'VBP'), ('clean', 'JJ'), ('right', 'NN'), ('use', 'NN'), ('it', 'PRP'), ('fruiti', 'VBZ'), ('smell', 'RB'), ('closest', 'JJ'), ('compar', 'NN'), ('skittle', 'JJ'), ('thing', 'NN'), ('precept', 'NN'), ('give', 'VBP'), ('volum', 'NN'), ('look', 'NN'), ('expecting', 'VBG'), ('use', 'NN'), ('aussi', 'JJ'), ('product', 'NN'), ('one', 'CD'), ('particular', 'JJ'), ('tri', 'NN'), ('product', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
50,the product is great. cleans and adds volume to hair without weighing it down.,"[('product', 'NN'), ('great', 'JJ'), ('clean', 'JJ'), ('add', 'NN'), ('volum', 'NN'), ('hair', 'NN'), ('without', 'IN'), ('weigh', 'WP'), ('down', 'RP')]"
51,enjoyed it,"[('enjoy', 'NN')]"
52,what is the fragrance is it lavender smells like it but ingredients don't say thanks,"[('fragranc', 'NN'), ('lavend', 'VBP'), ('smell', 'NN'), ('like', 'IN'), ('ingredi', 'NNS'), ('say', 'VBP'), ('thank', 'NN')]"
53,"my husband, two year old daughter and i all used this shampoo and conditioner with no complaints. left my hair feeling soft and clean. i tested aussie for free, but all opinions are my own.","[('husband', 'NN'), ('two', 'CD'), ('year', 'NN'), ('old', 'JJ'), ('daughter', 'NN'), ('use', 'NN'), ('shampoo', 'JJ'), ('condition', 'NN'), ('complaint', 'NN'), ('left', 'VBD'), ('hair', 'JJ'), ('feel', 'NN'), ('soft', 'JJ'), ('clean', 'JJ'), ('test', 'NN'), ('aussi', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
54,loved this shampoo! it's lathering and smells great! it's perfect for limp or flat hair and really helps boost up the volume when used more and more. thanks aussie!!!,"[('love', 'VB'), ('shampoo', 'NN'), ('lather', 'RB'), ('smell', 'RB'), ('great', 'JJ'), ('perfect', 'JJ'), ('limp', 'NN'), ('flat', 'JJ'), ('hair', 'NN'), ('realli', 'NN'), ('help', 'NN'), ('boost', 'VB'), ('volum', 'NN'), ('use', 'IN'), ('more', 'JJR'), ('thank', 'NN'), ('aussie', 'NN')]"
55,i really like this shampoo! it smelled great and seemed to really work with my hair! but if you are looking for moisture this is not for you.,"[('realli', 'NNS'), ('like', 'IN'), ('shampoo', 'NN'), ('smell', 'VBP'), ('great', 'JJ'), ('seem', 'VBP'), ('realli', 'JJ'), ('work', 'NN'), ('hair', 'NN'), ('look', 'VB'), ('moistur', 'NN'), ('you', 'PRP')]"
56,"lathers well, smells great, cleans thoroughly, inexpensive, removes buildup. highly recommend. i think it's more of a clarifying shampoo, which i love because nothing makes hair meaner than leftover styling products. i also think, quite frankly, the little kangaroo on the bottle is adorable, not that i only use shampoo endorsed by marsupials. cheers.","[('lather', 'RB'), ('well', 'RB'), ('smell', 'RB'), ('great', 'JJ'), ('clean', 'JJ'), ('thoroughly', 'RB'), ('inexpensive', 'JJ'), ('remov', 'NN'), ('buildup', 'NN'), ('highli', 'VBD'), ('recommend', 'JJ'), ('think', 'NN'), ('clarifi', 'NN'), ('shampoo', 'NN'), ('love', 'VBP'), ('noth', 'DT'), ('make', 'VBP'), ('hair', 'NN'), ('meaner', 'NN'), ('leftov', 'JJ'), ('style', 'NN'), ('product', 'NN'), ('also', 'RB'), ('think', 'VBP'), ('quit', 'JJ'), ('frankly', 'RB'), ('littl', 'VBP'), ('kangaroo', 'NNS'), ('bottl', 'VBP'), ('adorable', 'JJ'), ('use', 'NN'), ('shampoo', 'NN'), ('endors', 'NNS'), ('marsupial', 'JJ'), ('cheer', 'NN')]"
57,"i had to take off one star because of the bottle design for the 13.5oz bottle. though it is unique, the cap is very tight and super hard to open - i thought it was just me, but upon asking my friends and family that also use this product, they, too, agreed that the cap is too tight and difficult to open. (especially if you have nails - be super careful, as i have already broken two nails opening this product). it's a shame because the product itself is wonderful - smells great, works great, delivers perfect oomph and volume to your hair, leaves it wonderfully lightly scented, decent price, and is an overall great product. i ended up simply prying the cap open before i go to use the shampoo/conditioner, and pouring it into an empty bottle from another shampoo brand. i would love if a new cap design/technology was looked into for a smoother, easier opening!","[('take', 'VB'), ('one', 'CD'), ('star', 'NN'), ('bottl', 'NN'), ('design', 'NN'), ('135oz', 'CD'), ('bottle', 'NN'), ('though', 'IN'), ('unique', 'JJ'), ('cap', 'NN'), ('tight', 'JJ'), ('super', 'JJ'), ('hard', 'JJ'), ('open', 'JJ'), ('thought', 'VBD'), ('me', 'PRP'), ('upon', 'IN'), ('ask', 'NN'), ('friend', 'NN'), ('famili', 'NN'), ('also', 'RB'), ('use', 'VBP'), ('product', 'NN'), ('they', 'PRP'), ('too', 'RB'), ('agre', 'JJ'), ('cap', 'NN'), ('tight', 'VBD'), ('difficult', 'JJ'), ('open', 'JJ'), ('especi', 'NN'), ('nail', 'NN'), ('super', 'NN'), ('careful', 'JJ'), ('alreadi', 'RB'), ('broken', 'JJ'), ('two', 'CD'), ('nail', 'JJ'), ('open', 'JJ'), ('product', 'NN'), ('shame', 'NN'), ('product', 'NN'), ('wonder', 'NN'), ('smell', 'NN'), ('great', 'JJ'), ('work', 'NN'), ('great', 'JJ'), ('deliv', 'JJ'), ('perfect', 'JJ'), ('oomph', 'NN'), ('volum', 'NN'), ('hair', 'NN'), ('leav', 'JJ'), ('wonder', 'NN'), ('lightli', 'NN'), ('scented', 'VBD'), ('decent', 'JJ'), ('price', 'NN'), ('overal', 'JJ'), ('great', 'JJ'), ('product', 'NN'), ('end', 'NN'), ('simpli', 'NN'), ('pri', 'NN'), ('cap', 'NN'), ('open', 'JJ'), ('go', 'VBP'), ('use', 'JJ'), ('shampooconditioner', 'FW'), ('pour', 'JJ'), ('empti', 'NN'), ('bottl', 'NN'), ('anoth', 'DT'), ('shampoo', 'JJ'), ('brand', 'NN'), ('would', 'MD'), ('love', 'VB'), ('new', 'JJ'), ('cap', 'NN'), ('designtechnolog', 'NN'), ('look', 'VBP'), ('smoother', 'RB'), ('easier', 'JJR'), ('opening', 'NN')]"
58,"i love this shampoo so much! it leaves my hair feeling extra soft and lightweight! i do not see a difference with the volume in my hair after using this - that's why i gave this product 4 out of 5. otherwise, i absolutely love this product so much and will repurchase! *i received this product via influenster to try for free review","[('love', 'VB'), ('shampoo', 'NN'), ('much', 'JJ'), ('leav', 'NN'), ('hair', 'NN'), ('feel', 'VBP'), ('extra', 'JJ'), ('soft', 'JJ'), ('lightweight', 'NN'), ('see', 'VBP'), ('differ', 'NN'), ('volum', 'NN'), ('hair', 'NN'), ('use', 'IN'), ('that', 'DT'), ('gave', 'VBD'), ('product', 'NN'), ('otherwise', 'RB'), ('absolut', 'JJ'), ('love', 'VB'), ('product', 'NN'), ('much', 'JJ'), ('repurchase', 'NN'), ('i', 'NN'), ('receiv', 'VBP'), ('product', 'NN'), ('via', 'IN'), ('influenst', 'JJ'), ('tri', 'JJ'), ('free', 'JJ'), ('review', 'NN')]"
59,"i have used this product (along with the aussome volume conditioner and hairspray) for the past 2 weeks, and i love it! i have gotten so many compliments on the shine and volume of my hair since i have used this product! it's a great price and a great set to use if volume and shine are what you're looking for. i will definitely be purchasing this product again in the future! while i did receive this product for free to test, all of these opinions are my own.","[('use', 'JJ'), ('product', 'NN'), ('along', 'IN'), ('aussom', 'JJ'), ('volum', 'NN'), ('condition', 'NN'), ('hairspray', 'NN'), ('past', 'IN'), ('week', 'NN'), ('love', 'VBP'), ('it', 'PRP'), ('gotten', 'JJ'), ('mani', 'JJ'), ('compliment', 'NN'), ('shine', 'NN'), ('volum', 'NN'), ('hair', 'NN'), ('sinc', 'NN'), ('use', 'NN'), ('product', 'NN'), ('great', 'JJ'), ('price', 'NN'), ('great', 'JJ'), ('set', 'VBN'), ('use', 'NN'), ('volum', 'NN'), ('shine', 'NN'), ('look', 'NN'), ('for', 'IN'), ('definit', 'NN'), ('purchas', 'JJ'), ('product', 'NN'), ('future', 'NN'), ('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('test', 'NN'), ('opinion', 'NN'), ('own', 'IN')]"
60,"i am a huge fan of this shampoo. i love the scent and it leaves my hair feeling clean. i paired it with the conditioner and my hair feels alive. i highly recommend this product. i was selected to test aussie for free, but all opinions are my own.","[('huge', 'JJ'), ('fan', 'NN'), ('shampoo', 'NNS'), ('love', 'VBP'), ('scent', 'NN'), ('leav', 'NN'), ('hair', 'NN'), ('feel', 'VB'), ('clean', 'JJ'), ('pair', 'NN'), ('condition', 'NN'), ('hair', 'NN'), ('feel', 'VBP'), ('alive', 'JJ'), ('highli', 'NN'), ('recommend', 'VBP'), ('product', 'NN'), ('select', 'JJ'), ('test', 'NN'), ('aussi', 'NN'), ('free', 'JJ'), ('opinion', 'NN'), ('own', 'IN')]"
61,"my wife has been using aussie for years. first attempt at this type, likes it very much. she claims that it adds shine and fullness.","[('wife', 'NN'), ('use', 'NN'), ('aussi', 'JJ'), ('year', 'NN'), ('first', 'RB'), ('attempt', 'JJ'), ('type', 'NN'), ('like', 'IN'), ('much', 'JJ'), ('claim', 'NN'), ('add', 'VBP'), ('shine', 'NN'), ('fullness', 'NN')]"
62,i have received this product for free for review but it i always state my true and honest opinion! this shampoo has been great for me. it smells so delicious!!! it doesn't dry my hair and leave it knotty like other shampoos. after showering my hair absolutely feels nice and does have a little volume.,"[('receiv', 'JJ'), ('product', 'NN'), ('free', 'JJ'), ('review', 'NN'), ('alway', 'RB'), ('state', 'NN'), ('true', 'JJ'), ('honest', 'JJS'), ('opinion', 'NN'), ('shampoo', 'NN'), ('great', 'JJ'), ('me', 'PRP'), ('smell', 'VBP'), ('delicious', 'JJ'), ('dri', 'NN'), ('hair', 'NN'), ('leav', 'JJ'), ('knotti', 'NNS'), ('like', 'IN'), ('shampoo', 'NN'), ('shower', 'NN'), ('hair', 'NN'), ('absolut', 'JJ'), ('feel', 'NN'), ('nice', 'JJ'), ('littl', 'NN'), ('volume', 'NN')]"
